X,Y,OBJECTID,FOLIO,NAME,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,EMAIL,DIRCTNAME,YEARESTB,TYPE,GRDLEVEL,COED,STREGFLG,CHLDCAREID,ENROLLMENT,STATUS,WEBSITE,LAT,LON,POINT_X,POINT_Y,CREATEDBY,CREATEDDATE,MODIFIEDBY,MODIFIEDDATE,GlobalID,CreationDate,Creator,EditDate,Editor
-8928903.25620001,2991911.4354,537,3421120030060,Empowering Youth Inc. 2,530 NW 183rd St,,Miami Gardens,33169,305-650-1538,,Katrina Martin,,,KG-05,C,,8517,29,Active,https://childcarecenter.us/provider_detail/empowering_youth_inc_miami_gardens_fl,25.94209,-80.2097,915873.126897618,585428.083618835,E316899,2021/08/03 15:05:30+00,E316899,2021/08/03 15:07:36+00,fb475415-888a-4a7d-bcbc-617e0c9c40b5,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8950737.85900001,2969765.6865,538,3049010011210,Conchita Espinosa Academy,12975 SW 6th St, ,Miami-Dade,33184,305-227-1150,,Carol Diaz-Zubeta,1980,N,PK-08,C,Y,2320,696,Active,http://www.conchitaespinosa.com/,25.76307,-80.40584,851709.50008586,520017.624933913,E316899,2020/11/04 18:20:05+00,E316899,2021/08/02 09:19:05+00,2595d2d9-d999-4f87-825c-6886ea1a891c,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8942187.79060001,2977295.3756,539,3530220001130,World of Kids Academy,8130 NW 56th St, ,Doral,33166,305-593-7010,,Lissette Rodriguez-DIaz, , ,PK-05,C,Y,6439,90,Active,http://worldofkidsacademy.net/,25.82397,-80.32905,876875.187405296,542274.125178643,ABREUI,2018/04/30 16:37:05+00,E316899,2021/09/29 14:27:44+00,876f7f0b-0a3c-4ef3-8a43-f5ff71b08e43,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8922080.87590001,2992871.0868,540,3022030000170,Spirit of Christ Child Development Center and Academy,18801 W Dixie Hwy, ,Miami-Dade,33180,305-931-5679,,Mrs. Camelon Lamb-Pope,1982,Y,PK-12,C,Y,273,93,Active,http://www.daycarecenterssite.com/Miami-FL/Spirit-of-Christ-Child-Development-Center.html,25.94985,-80.14841,935995.500292357,588371.937189572,ABREUI,2018/04/30 16:37:05+00,E316899,2021/06/25 10:32:15+00,38f01a5b-4c10-4643-b778-47eb552162f6,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8956090.39210001,2936493.3798,541,3079050060040,My Little Angels II,29400 Old Dixie Hwy, ,Miami-Dade,33033,305-224-9444,,Omar Diaz,2007, ,PK-KG,C,Y,7212,96,Active,http://childcarecenter.us/provider_detail/my_little_angels_inc_ii_homestead_fl,25.49358,-80.45393,836288.489127498,422005.708554633,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,c1c066f7-c68e-4a76-88b1-bf8849fedc8f,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8928716.28720001,2968697.9415,542,0141390060010,Gordon Schools of Beth David Congregation,2625 SW 3rd Ave, ,Miami,33129,305-854-3911,,Stephanie Llanes  ,1986,Y,PK-05,C,N,2934,158,Active,https://www.bethdavidmiami.org/learn/gordon-school/,25.75443,-80.20803,916836.186866514,517220.12451531,E316899,2020/11/04 18:20:05+00,E316899,2021/08/06 14:14:44+00,d0c6f9c0-a504-4df3-8743-a574704315cf,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8929459.17750001,2977516.5655,543,0131140390200,Jay's Learning Center I,1111 NW 55th St, ,Miami,33127,305-754-1474,,Beverly Crocker-Johnson,1998,Y,PK-08,C,Y,8082,26,Active,http://www.jayslearningcenter.org/,25.82576,-80.21469,914485.000176325,543132.437627442,ABREUI,2018/04/30 16:37:05+00,E316899,2021/08/09 11:09:23+00,be52b9b6-0ce4-49c0-82ad-471d5b78eed0,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8951909.41000001,2965913.7735,544,3049150330010,Stars Dance Studio,3800 SW 137th Ave,,Miami,33175,305-485-7827,,Teresa Milan,,,02-12,C,,7725,,Active,https://starsdance.co/,25.7319,-80.41637,848295.925682683,508674.392411351,E316899,2020/11/25 12:23:33+00,E316899,2020/11/25 12:52:36+00,11b6de2f-c2d9-4fee-a2a8-d3c5bcbf5006,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8939676.74800001,2990003.0372,545,3020130010310,Dade Christian School (DCS),6601 NW 167th St, ,Miami-Dade,33015,305-822-7690,,Paul Humphreys,1961,Y,PK-12,C,Y,2383,988,Active,http://www.dadechristian.org/,25.92668,-80.30648,884098.186964024,579644.312477447,E316899,2020/11/04 18:20:05+00,E316899,2021/08/02 10:47:01+00,ffef8cbf-3bfe-4f37-a4b2-d931b9c004c7,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8955085.04880001,2959924.7638,546,3059040722732,The Learning Experience - Kendall,15600 SW 88th St,,Miami,33196,786-260-6058,,Ariana Lincheta,,,PK-KG,C,,4730,,Active,https://thelearningexperience.com/center/kendall/?utm_source=Google&utm_medium=MyBusiness,25.68342,-80.44489,838978.736408155,491015.563472502,E316899,2020/12/03 15:11:52+00,E316899,2020/12/03 15:14:41+00,2d477b88-2044-462a-8a3c-d63258d94bdf,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8950815.8453,2937224.1799,547,3079020000171,Villa Preparatory Academy Corp,13350 SW 288th St,,Homestead,33033,305-247-5858,,Zoraida Villanueva,2012,,KG-08,C,,6230,,Active,https://villaprepacademy.square.site/,25.49951,-80.40655,851908.138422046,424226.200588703,E316899,2020/12/09 11:20:52+00,E316899,2021/09/29 12:27:01+00,9abb1ab0-d5d2-40f6-b23a-9cc60d6792d8,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8945631.4676,2964085.9568,548,3040200000080,St Timothy Parish School,5400 SW 102nd Ave, ,Miami-Dade,33165,305-274-8229,,Annie Seiglie,1961,Y,PK-08,C,N,179,636,Active,http://www.sainttimothycatholic.org/St._Timothy/School.html,25.71711,-80.35997,866887.680707995,503384.142678425,ABREUI,2018/04/30 16:37:05+00,E316899,2020/11/17 15:11:13+00,a9908f0e-de12-417e-be50-d092ff43826f,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8930582.6645,2968213.4109,549,0141150120180,AFSN Academy,1840 SW 22nd St,4th Floor,Miami,33145,305-793-8650,,Jannett Puzey, ,N,PK-12,C, ,8467,0,Active,http://myafsn.com/,25.75051,-80.22479,911326.062573381,515762.437473953,ABREUI,2018/04/13 16:20:00+00,ABREUI,2019/03/15 13:20:01+00,b4d278ab-48e1-444a-a03d-905fceac7b16,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8932070.72510001,2968862.7532,550,0141100023130,Jose Marti School 1st Campus,2660 SW 17th St, ,Miami,33145,305-856-9044,,Mrs. Milagros Beovides,1970,N,PK-03,C,Y,1693,90,Active,http://www.josemartischool.com/contact.html,25.75576,-80.23815,906915.00004128,517646.344035715,E316899,2020/11/04 18:20:05+00,E316899,2020/11/04 18:20:05+00,33301ed9-2213-4d9f-b6cc-2c3c7466d8df,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8939909.7113,2992162.4337,551,3020010040010,Country Club Children's Education Center,18674 NW 67th Ave, ,Miami-Dade,33015,305-625-3449,,Maria Napoles, , ,PK-02,C, ,5930,140,Active,https://childcarecenter.us/provider_detail/country_club_children_care_center_miami_fl,25.94412,-80.30857,883376.901075352,585981.226147346,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,33be9480-30b5-478b-bfec-d2e87098f238,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8931560.0822,2980859.4715,552,3031100400070,It's A Small World Learning Center VII,8601 NW 22nd Ave, ,Miami-Dade,33147,305-691-2665,,Gilberto Quintana,2008, , ,C,Y, ,122,Active,https://childcarecenter.us/provider_detail/its_a_small_world_learning_center_vii_miami_fl,25.85278,-80.23357,908219.494890493,552919.420804553,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,df301d65-317e-46d7-8f14-15f33c84a3ce,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8921294.6661,2972158.0537,553,0232340250170,Lubavitch Educational Center - Yeshiva Gedolah,1140 Alton Rd,  ,Miami Beach,33139,305-653-8770,,Menachem Kozlovsky,1972,Y,01-12,C,Y,5470,141,Active,https://lecfl.com/about-yeshiva-gedolah/,25.78242,-80.14135,938714.275590889,527531.647084914,ABREUI,2018/04/30 16:37:05+00,E316899,2021/11/10 10:27:08+00,ed57e3b4-687e-45c9-a77e-375614b1954e,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8945650.9495,2949183.976,554,3060050740001,MLMPI Prep Academy 3,10399 SW 186th St,Unit 1A,,33157,305-363-6045,,Grisell Sotolongo,,,06-12,C,,5687,,Active,https://mlmpipa.org/cutler-bay-campus/,25.59644,-80.36015,867042.130624019,459526.770048469,E316899,2020/11/09 10:00:31+00,E316899,2020/11/09 10:04:34+00,34c0fc1e-1504-4f00-9bb4-0f191ea984ad,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8939730.0992,2984980.6082,555,0420250090030,Roblanca Academy,1174 W 70th Pl, ,Hialeah,33014,305-557-3871,,Alina Santos, ,N,PK-08,C,Y,3353,78,Active,https://www.facebook.com/pages/Roblanca-Academy/408631905958951,25.88609,-80.30696,884018.625235949,564892.749711707,ABREUI,2018/04/30 16:37:05+00,E316899,2020/11/16 10:54:06+00,00eae434-7457-4bb4-9b0d-9dd33977a73e,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8948179.6575,2956413.8817,556,3050180130020,On the Horizon Learning Center,12073 SW 117th Ave,,Miami,33186,305-232-6237  ,,Leticia Valdes,,,PK-02,C,,7567,,,https://www.ocalions.org/  https://www.ocalions.org/,25.655,-80.38286,859456.392381076,480774.568513364,E316899,2020/11/11 08:43:26+00,E316899,2021/09/20 08:46:44+00,5a2291dd-3bf9-45d4-a3b4-24bcab1b6aad,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8932415.2923,2970166.9842,557,0141040160221,Sunflowers Academy,2901 SW 7th St, ,Miami,33135,305-644-7333,,Emma Ann Ventura ED.D,2000,N,PK-08,C,Y,3049,358,Active,http://www.sunflowersacademyprep.com/,25.76631,-80.24125,905874.124520306,521475.624807268,ABREUI,2018/04/30 16:37:05+00,E316899,2020/12/01 09:08:26+00,18f95fc4-5c30-4b98-a872-a682bb3fd623,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8944398.67750001,2962256.3164,558,3040280040840,Happy Faces Academy LLC,9557 SW 72nd St, ,Miami-Dade,33173,305-279-8300,,Iliana Gonzalez,2010,N,PK-KG,C,Y,7363,14,Active,https://www.facebook.com/pg/happy2faces/about/?ref=page_internal,25.7023,-80.3489,870560.397511415,498019.613265425,E316899,2020/11/04 18:20:05+00,E316899,2021/06/25 10:19:05+00,5b674e72-676b-4468-b62e-ad3e02aa701c,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8937253.66430001,2958803.5826,559,2050120000060,Pinecrest Presbyterian Day School,10400 SW 57th Ave, ,Pinecrest,33156,305-666-3377,,,1962,Y,PK-05,C,Y,,180,Active,http://www.pinecrestdayschool.com/,25.67435,-80.28471,891750.65903515,487969.934408069,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,dee0b3b6-0ad0-4f6c-8b1b-63a8b286e604,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8936194.59790001,2981298.3907,560,0431060170190,Edison Private Pre-School,371 E 37th St, ,Hialeah,33013,305-821-9046,,Margarita Jimenez,1968,N,01-10,C,Y,3198,247,Active,http://edisonprivateschool.com/contact/,25.85633,-80.2752,894520.437469736,554131.374981686,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,09afc540-4064-4ef0-8823-1996df78b42c,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8944000.27710001,2951386.3919,561,3350280040010,Lincoln-Marti Schools - 168th St,9401 SW 168th St,  ,Palmetto Bay,33157,305-969-0285,,Demetrio J. Perez, ,N,05-K,C, , ,0,Active,http://www.lincoln-marti.com/index.php?option=com_wrapper&view=wrapper&Itemid=141,25.61428,-80.34532,871897.162501447,466035.17582161,ABREUI,2018/04/30 16:37:05+00,E316899,2021/11/10 11:09:28+00,2f9cd2ad-f064-4a1b-89cf-4c5af4314753,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8943215.05300001,2986156.9078,562,0420270050080,United Community Options of S FL United Cerebral,2700 W 81st St, ,Hialeah,33016,305-325-1080,,"Joseph A. Aniello,",1947, ,04-11,C,Y,6825,27,Active,http://www.unitedcommunityoptionssfl.org/contact-us,25.8956,-80.33827,873708.437450349,568294.812562875,ABREUI,2018/04/30 16:37:05+00,T0140179,2018/07/30 12:41:15+00,44e938cf-f501-4d9c-ae62-8aa301ec3020,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8926141.93930001,2984088.6974,563,1722310030980,Biscayne Park School Early Learning Center,11173 Griffing Blvd,,Biscayne Park,33161,305-609-7964,,Sandi Biusta,,,PK-KG,C,,7709,,Active,https://biscayneparkschool.com/,25.87889,-80.18489,924167.757953286,562503.2776739,E316899,2021/07/29 15:09:29+00,E316899,2021/07/29 15:12:12+00,bf579fe6-a86e-4f0b-954d-e009ec3f8d72,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8943127.41350001,2973745.6805,564,3530330310021,Dancetown Homeschool Academy,2216 NW 87th Ave,,Doral,33172,305-468-8668,,Lory Castro,,,03-12,C,,9120,,Active,https://www.dancetownsouthflorida.com/,25.79526,-80.33748,874151.106762759,531826.337904908,E316899,2020/11/04 18:20:05+00,E316899,2021/06/25 10:11:37+00,dd7fa41f-5c15-4b55-a765-d19735f45ac2,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8937024.47260001,2983766.1205,565,0421310260750,Children's Paradise Learning Center II,21 E 59th St, ,Hialeah,33013,305-827-7811,,Aniuska Morales, ,N,PK-02,C,Y,1298,81,Active,https://www.facebook.com/pg/childrensparadiselearningcenter/about/?ref=page_internal,25.87628,-80.28265,892029.182683412,561368.01473242,E316899,2020/11/04 18:20:05+00,E316899,2021/07/30 14:32:55+00,82afe8e5-4845-4996-bcd3-b8d8182c9fae,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8953651.78630001,2963559.5686,566,3049280300030,Tiny Steps Preschool III,14726 SW 56th St, ,Miami-Dade,33185,786-360-3735,,Stephanie Perez,2015, ,PK-02,C,Y,9430,23,Active,http://tinystepspreschool.com/contact/,25.71285,-80.43202,843173.03134191,501727.204692878,ABREUI,2018/04/30 16:37:05+00,E316899,2020/12/04 10:51:05+00,0a1ace28-4ea8-4c54-adf1-3ee1b4d93f4c,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8939236.44010001,2987939.5664,567,3220240081300,Miami Lakes Christian Academy,6250 Miami Lakes Dr, ,Miami Lakes,33014,305-823-3888,,Dr. Keith Pisani,1993,Y,KG-12,C,Y,496,113,Active,https://www.goelevatechurch.com/what-to-expect,25.91001,-80.30252,885430.432469264,573591.45871181,ABREUI,2018/04/30 16:37:05+00,E316899,2021/06/25 10:27:36+00,a932319e-4fbc-47b5-9fbc-b373cb36af0e,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8937986.91350001,2975727.3884,568,2630250010010,Blessed Trinity Catholic School,4020 Curtiss Pkwy, ,Virginia Gardens,33166,305-871-5766,,Deborah Ayash,1953,Y,PK-08,C,Y,2169,283,Active,http://bts.blessed-trinity.org/,25.81129,-80.29131,889313.75279288,537730.686838411,ABREUI,2018/04/13 16:20:00+00,E316899,2020/07/09 19:16:50+00,a6fb905d-330c-47b7-9952-fd8f8a0e6347,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8940550.82200001,2962278.3361,569,3040350070020,La Scuola - Main Campus,7412 Sunset Dr, ,Miami-Dade,33143,305-278-9555,,Dunia Silva,2002,N,PK-08,C,Y,4981,36,Active,http://www.lascuola.com/,25.70248,-80.31433,881942.175698016,498141.981777541,E316899,2020/11/04 18:20:05+00,E316899,2021/07/08 13:44:34+00,00a09483-d016-40ba-87ca-5f1b7b0442b2,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8922883.32350001,2990113.823,570,0722160000160,Stone Coast Academy Online Private School,2221 NE 164th St,378,Miami,33160,305-704-7827,,Alfred Martin, ,N,12-12,C,Y,2240,50,Active,https://stonecoastacademy.com/,25.92757,-80.15562,933678.890498199,580260.596894018,ABREUI,2018/04/30 16:37:05+00,E316899,2021/06/25 10:34:05+00,a93d3fdb-e9b2-44a8-a99a-91b7af752310,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8928805.53570001,2986099.3932,571,0621250060010,St James Catholic School,601 NW 131st St, ,North Miami,33168,305-681-3822,,Sister Stephanie Flynn SSJ,1953,Y,PK-08,C,Y,2822,373,Active,http://www.stjamesmiami.net/,25.89514,-80.20882,916264.636145983,568361.531282939,ABREUI,2018/04/30 16:37:05+00,E316899,2020/11/17 09:11:16+00,58a75217-b9bf-4350-8549-dd403f83848a,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8943795.43970001,2946481.0727,572,3660090000141,Cornerstone Kids Preschool,20740 Old Cutler Rd, ,Cutler Bay,33189,305-235-6654,,Lorena Escoto,1966,Y,PK-KG,C,Y,2375,63,Active,https://www.cornerstonekidspreschool.net/meet-our-staff.html,25.57454,-80.34348,872575.024841294,451594.184486188,ABREUI,2018/04/30 16:37:05+00,E316899,2021/06/25 10:11:07+00,ede928c2-420b-44cb-81f2-d228d2e79d15,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8940854.96970001,2968029.7569,573,3040110200700,Westchester Academy and Learning Center,7490 SW 23rd St,100,Miami,33155,305-267-8770,,Mariaelena Lozano,,,PK-01,C,,7810,56,Active,https://www.facebook.com/Westchester-Academy-Learning-Center-235193819894205/,25.74902,-80.31706,880954.963970646,515054.424066253,E316899,2020/12/09 12:58:47+00,E316899,2020/12/09 13:01:44+00,4292469a-769a-468a-818f-fdd8b96ee31a,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8941014.52370001,2958659.1684,574,2050020090010,Linden Preparatory,7600 SW 104th St,CR 15/16,Miami,33156,786-338-8505,,Eileen Vento,,,KG-12,C,,8328,,Active,https://lindenprep.org/,25.67318,-80.3185,880625.431760792,487486.207559615,E316899,2020/11/04 18:20:05+00,E316899,2021/06/30 14:15:59+00,85ad1166-bf96-4217-a913-689eadff6705,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8943030.79880001,2969424.4434,575,3040090040490,The 2nd House Daycare Preschool III,8720 SW 9th Ter, ,Miami-Dade,33174,305-559-9292,,Guillermo Permuy, , ,PK-KG,C,Y,6782,134,Active,https://www.facebook.com/pages/2nd-House-Daycare-Preschool-Learning-Ctr/157892494244841,25.76031,-80.33661,874500.648907088,519122.892901085,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,454531d6-d1cb-4483-a66e-a4ebdc2cf75d,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8949578.29280001,2943941.7521,576,3069130200010,Children's Rainbow Day School and Academy,22940 Old Dixie Hwy, ,Miami-Dade,33170,305-258-0194,,Melissa Nehrbass,1981,Y,PK-08,C,Y,567,295,Active,http://www.rainbowchristianacademy.com/,25.55396,-80.39543,855485.023929376,444033.849119149,ABREUI,2018/04/30 16:37:05+00,T0140179,2018/07/10 14:08:32+00,f7a88e87-ec29-496e-86e1-1b140463d7e5,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8919484.11350001,2982286.7522,577,0232020020430,Yeshiva Elementary School,7902 Carlyle Ave, ,Miami Beach,33141,305-867-3322,,Yisroel Janowski,1987,Y,PK-05,G,Y,3519,390,Active,http://www.yeshivaelementary.com/,25.86432,-80.12509,943868.500747688,557335.936904669,ABREUI,2018/04/30 16:37:05+00,E316899,2021/09/29 14:36:11+00,3b6f9892-c37d-4a5d-9efa-cc9acf3c2814,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8932808.87340001,2991484.684,578,3421100480060,Sprouting to Success,18061 NW 27th Ave, ,Miami Gardens,33056,786-802-3976,,Thea Long , , ,PK-12,C,Y,7542,1,Active,http://www.sproutingtosuccess.com/,25.93865,-80.24479,904350.463974886,584107.040161602,ABREUI,2018/04/30 16:37:05+00,E316899,2020/11/19 15:56:25+00,a59e7b79-acc0-47db-ab1b-eca1f46913d3,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8922372.12480001,2980219.9958,579,2332090100010,KLA Schools of North Bay Village,7800 Hispanola Ave,  ,North Bay Village,33141,305-865-2678,,Adriana L. Ortega, ,N,05-K, , , ,0,Active,http://www.klaschoolnorthbayvillage.com/,25.84761,-80.15104,935376.250115782,551207.250050969,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,75ef6a96-a581-4fd7-b76a-3a28547dc333,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8953262.75520001,2967234.3961,580,3049150850030,Academir Preschool Learning Center III ,2636 SW 144th Ave, ,Miami-Dade,33175,305-221-0059,, , , ,PK-06, , , ,151,Active,http://www.academir.com/,25.74259,-80.42853,844276.886446938,512540.905566961,ABREUI,2018/04/13 16:20:00+00,ABREUI,2018/04/13 16:20:00+00,895fa917-9243-4b76-8e06-4466a6e8261e,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8954058.91930001,2960164.3335,581,3049330980030,Miami Baptist Preschool,14955 SW 88th St, ,Miami-Dade,33196,305-388-8059,,Estelle Myers, , ,PK-01,C,Y,6342,122,Active,http://childcarecenter.us/provider_detail/miami_baptist_preschool_miami_fl,25.68536,-80.43569,842011.499948829,491733.312587574,ABREUI,2018/04/30 16:37:05+00,E316899,2020/11/06 10:49:27+00,f2e473a1-afd8-4220-9843-18bcced53ab6,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8940508.09130001,2986491.6429,582,0420260120010,Trinity Christian Academy Middle School,1498 W 84th St, ,Hialeah,33014,305-819-8999,,Joseph N. Jimenez,1989,Y,06-08,C,Y,8462,,Active,http://www.trinitychristianacademy.net/,25.89831,-80.31396,881697.624785792,569319.062419832,E316899,2020/12/07 10:06:39+00,E316899,2020/12/07 10:07:54+00,d37c1ac1-5499-45c9-9ee2-aab10751086e,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8946586.17820001,2958596.8441,583,3050060190001,Kendall Speech and Language Center Inc.,10725 SW 104th St, ,Miami-Dade,33176,305-274-7883,,Wendy Nottoli, ,N,PK-02,C,Y,2233,12,Active,http://www.kslc.net/,25.67267,-80.36855,864141.141131673,487220.975526042,E316899,2020/11/04 18:20:05+00,E316899,2021/11/04 15:56:08+00,2aec0e95-c064-4737-9f3f-e8cdac44b9bc,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8941542.39710001,2967955.4082,584,3040100150900,First Launch Preparatory,7845 Coral Way,,Miami,33155,305-263-2772,,Melina Rodriguez,,,PK-12,C,,8727,,Active,https://www.prek.com/preschool/fl/miami/first-launch-preparatory-7845-coral,25.74842,-80.32324,878923.439178985,514825.299993336,E316899,2021/08/04 09:15:27+00,E316899,2021/08/04 09:16:47+00,894bd5b9-dbb5-41f8-be04-af7569173c0c,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8951794.60830001,2939193.7806,585,3069340190580,Crystal Learning Center,27085 SW 138th Ct, ,Homestead,33032,786-410-8795,,Inez Thomas, , ,PK-03, , ,7440,26,Active,https://www.daycare.com/php/showlisting.php?ID=00361780&p=0,25.51548,-80.41534,848982.553267319,430017.055250093,ABREUI,2018/04/30 16:37:05+00,E316899,2021/08/02 10:05:26+00,aa9fea4d-2c40-42ac-a576-0a662c10b300,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8949924.25720001,2965769.6527,586,3049130000020,St Kevin Catholic School,4001 SW 127th Ave, ,Miami-Dade,33175,305-227-7571,,Dr. Mayra Constantino,1980,Y,PK-10,C,Y,3075,685,Active,http://www.stks.org/,25.73073,-80.39853,854168.514232151,508276.862810977,ABREUI,2018/04/30 16:37:05+00,E316899,2021/09/20 15:33:48+00,54d112cc-c321-42b5-ad72-be79c4224f04,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8946453.30220001,2947168.7161,587,3660070250030,Kids Learning Center II,10869 Caribbean Blvd,  ,Cutler Bay,33189,305-573-2123,,Christine Perry,1989,N,PK-KG,C,Y,3884,66,Active,http://www.klcschools.com/,25.58011,-80.36735,864694.953921959,453581.044008039,E316899,2020/11/04 18:20:05+00,E316899,2020/11/04 18:20:05+00,c8a43739-e989-4b76-b4bd-fdab7f16e4bd,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8936013.42980001,2978579.0001,588,0431170110550,Masters Preparatory School - East Hialeah,1395 East 4th Ave,,Hialeah,33010,786-520-3630,,Enrique Miranda,,,KG-09,C,,4365,,Active,http://www.masterspreparatory.com/k8/,25.83435,-80.27358,895099.821534272,546143.460734248,E316899,2020/11/05 14:57:39+00,E316899,2021/08/20 08:08:42+00,d46a6ab0-540b-4b65-b8ab-281e2153097b,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
